step,reward
1240,-72.55908966153092
1250,-93.29344102460655
1260,-54.88355070649361
1270,-78.93956574210402
1280,-77.26840834991302
1290,-87.58178090110138
1300,-59.68125914834758
1310,-77.64563275996815
1320,-81.48554503438424
1330,-72.90079976692383
1340,-106.61108976630342
1350,-78.90935238435044
1360,-76.02447615568045
1370,-71.32812783695957
1380,-69.70219840543169
1390,-73.2030339979357
1400,-74.10015168121316
1410,-74.52467454352524
1420,-80.05843147067677
1430,-89.40649135506825
1440,-78.74815630489022
1450,-85.15114913040051
1460,-74.04299389836154
1470,-75.69718591421477
1480,-62.70880323894454
1490,-57.46232165148899
1500,-74.48043785475838
1510,-81.77473849049692
1520,-83.43378813647226
1530,-64.05138129700796
1540,-90.55109488230504
1550,-78.82707919482655
1560,-83.77572677571717
1570,-68.07331395601555
1580,-70.35929115863118
1590,-63.23474455535942
1600,-67.88524959812621
1610,-75.8168572761484
1620,-78.12902216870256
1630,-82.99873075105701
1640,-93.72381353296899
1650,-77.36712923812723
1660,-85.72154301819535
1670,-83.90127811467184
1680,-83.46707241847724
1690,-72.66222851307265
1700,-78.62208212282614
1710,-91.86669337714552
1720,-53.03261394006647
1730,-77.08520724632935
1740,-74.07758336116935
1750,-84.3719662230996
1760,-77.13259945219625
1770,-89.584350040939
1780,-103.44160100589666
1790,-96.91790956150054
1800,-101.5745709214314
1810,-65.15714977677895
1820,-72.98002540507912
1830,-86.56176280844099
1840,-86.96975362054246
1850,-117.63934760885567
1860,-76.73443100772565
1870,-82.41426974391277
1880,-95.25062841020491
1890,-62.602339402936494
1900,-56.929607858019196
1910,-66.63663024662517
1920,-72.86808349755376
1930,-57.43944729071209
1940,-64.32534263765544
1950,-127.98983918935483
1960,-72.66020281121303
1970,-81.23564031931718
1980,-82.64194809866099
1990,-63.2595565996946
2000,-79.32951027169328
2010,-60.620199848520585
2020,-73.3010147114476
2030,-70.84007063900756
2040,-77.71878470827932
2050,-84.2495890784354
2060,-85.2983821562256
2070,-78.89019936404121
2080,-80.46796804413842
2090,-71.7647551299336
2100,-51.25796475954523
2110,-76.4475328212125
2120,-82.6744538054933
2130,-79.22138908966544
2140,-69.23079138331957
2150,-93.34218607504923
2160,-73.49950003500143
2170,-79.8257700330431
2180,-70.81024239559638
2190,-53.00448514099122
2200,-78.82963428373913
2210,-94.97514490696803
2220,-83.0059070954737
2230,-63.15071770911536
2240,-65.15564446864002
2250,-94.53627056595761
2260,-75.6884307598944
2270,-85.9609315315906
2280,-74.4623317241559
2290,-76.87969040829168
2300,-80.38710169647528
2310,-65.0308052405247
2320,-107.20956469135822
2330,-83.35707680333353
2340,-64.9614069063107
2350,-93.91538844122572
2360,-90.3005511223073
2370,-114.4614329437488
2380,-82.92260299563323
2390,-58.7558039144743
2400,-72.966258743221
2410,-79.47815901420186
2420,-70.69421086763127
2430,-60.665274378533034
2440,-81.35125582626546
2450,-72.42154087258459
2460,-66.84001133686061
2470,-68.95104303403336
2480,-82.06367728914076
2490,-54.269891496597566
2500,-68.78068686481451
2510,-89.76853975338314
2520,-60.905809174763554
2530,-76.7995019670008
2540,-66.73269668668004
2550,-86.82217038839069
2560,-64.51368474625001
2570,-85.30112160925322
2580,-90.07019648086948
2590,-70.5509899299652
2600,-75.05991458925146
2610,-74.91019379873146
2620,-81.51817600451676
2630,-66.73453595503042
2640,-89.48526657547154
2650,-89.7560992688969
2660,-78.04803544203227
2670,-75.39757113422112
2680,-82.12821169533035
2690,-71.52548704009922
2700,-52.31156048348712
2710,-83.52100702754707
2720,-71.00550335894391
2730,-79.51368285042642
2740,-74.48041324625756
2750,-55.77154129366338
2760,-83.36988392339609
2770,-103.70814665257225
2780,-106.13238447230314
2790,-78.52765770714697
2800,-94.52758866562542
2810,-82.82606134981145
2820,-96.11336994446572
2830,-62.337947270464156
2840,-75.82383470001392
2850,-78.54854895140616
2860,-73.27861847263985
2870,-89.30855998327287
2880,-107.97114908220632
2890,-64.96604345389406
2900,-106.68004004724405
2910,-91.29776119829563
2920,-81.38580255338219
2930,-92.97590351155101
2940,-71.6394584098705
2950,-58.979709178603684
2960,-70.90857507707358
2970,-86.36416841672234
2980,-81.57914583828365
2990,-122.93650522145435
3000,-79.03427842240004
3010,-107.256543216098
3020,-92.11972611814386
3030,-74.0797418337626
3040,-96.45074746985469
3050,-97.37801824435346
3060,-91.81369459339035
3070,-85.80865342672932
3080,-69.67842687599337
3090,-122.337759206182
3100,-82.77356848844175
3110,-85.66526268637486
3120,-96.5617754589597
3130,-57.12270890511172
3140,-79.18010608230882
3150,-83.545776341078
3160,-96.5977652659806
3170,-64.71317659293774
3180,-75.73165987769497
3190,-75.62961502297394
3200,-69.78060600815336
3210,-62.609646941799255
3220,-114.6985877951458
3230,-53.2564049118144
3240,-99.99044557949713
3250,-106.68594398031023
3260,-56.03783619286723
3270,-66.55238979630036
3280,-103.07101569110816
3290,-73.44045013317123
3300,-66.91347898422147
3310,-58.78283263112621
3320,-64.18186836587695
3330,-80.74185600855445
3340,-79.59332811138589
3350,-58.68659009418839
3360,-76.53313511646206
3370,-57.22601069518153
3380,-76.46504178182934
3390,-78.07218236261077
3400,-80.0574417912176
3410,-79.22048260943845
3420,-98.97939502413183
3430,-63.72132979453047
3440,-62.872844324524735
3450,-85.90815284998003
3460,-81.99710312004831
3470,-96.58070530668911
3480,-65.54086174961313
3490,-70.50267501188348
3500,-80.54911220863917
3510,-73.47972242826395
3520,-77.59583291517336
3530,-68.06546747573387
3540,-72.82223589254959
3550,-113.97932482282476
3560,-74.21877691608783
3570,-51.112990501816746
3580,-83.26909471375612
3590,-58.648825138020435
3600,-97.88093065974743
3610,-71.12353074260486
3620,-92.45715499349782
3630,-86.8549127471856
3640,-73.15731963488027
3650,-86.78286952130078
3660,-68.79116745872587
3670,-65.09177983668425
3680,-87.41298673326428
3690,-86.76701750364097
3700,-104.16250264454739
3710,-61.54834156545555
3720,-44.01241335133344
3730,-81.6113522676952
3740,-73.787592303849
3750,-94.10899076854713
3760,-62.685464575654144
3770,-73.01106587574137
3780,-49.883026639487795
3790,-97.7933308732863
3800,-88.49387284518363
3810,-60.5355803532088
3820,-70.73593915815668
3830,-63.90353666995944
3840,-83.00480379000689
3850,-66.91024222492557
3860,-87.93192186005791
3870,-81.45295510497891
3880,-81.23717088470208
3890,-87.42591022980942
3900,-92.38934301767665
3910,-83.23243407334107
3920,-83.72330155516761
3930,-90.51773293267983
3940,-99.32125612871968
3950,-119.44208867878493
3960,-86.24328472796404
3970,-76.45193535319301
3980,-71.78728600068027
3990,-80.34826511318246
4000,-63.729883802780854
4010,-87.58367289651162
4020,-119.53081705772009
4030,-79.14030322143233
4040,-69.30472600605087
4050,-82.1349424632769
4060,-97.22277010403954
4070,-90.39694251590905
4080,-69.60243417949107
4090,-83.06949221539489
4100,-87.61770245880751
4110,-64.66497926361032
4120,-70.2852967012386
4130,-86.89160812534651
4140,-52.023141196869425
4150,-65.93950209089778
4160,-56.47222335323776
4170,-81.68278459310405
4180,-87.29431311870059
4190,-79.32640536416956
4200,-69.50704408012078
4210,-102.52680668664725
4220,-81.53914705908299
4230,-65.95401341253515
4240,-78.59767788676862
4250,-57.987461402144696
4260,-83.35464985983617
4270,-103.29573680848375
4280,-72.42453236849833
4290,-76.3955983600718
4300,-80.4214951379251
4310,-91.65269613183624
4320,-89.92844294737414
4330,-90.97950866945122
4340,-88.59436371558829
4350,-81.4293434875674
4360,-54.31708086348507
4370,-93.94171532105109
4380,-76.90318449419608
4390,-70.5896889212887
4400,-94.8162116755883
4410,-71.28886977890298
4420,-104.29268774858265
4430,-101.85709305344714
4440,-83.32009349097626
4450,-66.24826258234876
4460,-82.78980076796365
4470,-71.41599274719961
4480,-86.96084018064579
4490,-70.21095051331051
4500,-69.98316505194934
4510,-72.61038086020567
4520,-79.21681414042335
4530,-66.95083810000959
4540,-65.98588639996316
4550,-86.24593599487321
4560,-57.81216877373572
4570,-80.9387184778387
4580,-74.90212956331725
4590,-93.59686857280133
4600,-81.74494682759422
4610,-75.30056950761275
4620,-67.35756888839026
4630,-76.37135333674027
4640,-67.93872662281682
4650,-58.404300286581794
4660,-77.74819103156115
4670,-56.967232165547486
4680,-106.97546222103185
4690,-45.60103770785258
4700,-53.975486831731054
4710,-72.52471091926336
4720,-68.56659079402769
4730,-72.8874803078684
4740,-93.92846097461073
4750,-94.77713386433703
4760,-74.47449317757665
4770,-101.41944232541354
4780,-83.67567631141748
4790,-45.60382900038462
4800,-72.71345915247595
4810,-85.85184916701576
4820,-71.20848938939535
4830,-84.10795878849038
4840,-70.86144727486757
4850,-79.88062839638322
4860,-75.05827567732767
4870,-76.74971765841423
4880,-89.24429295419002
4890,-83.4399034049936
4900,-48.01491095129238
4910,-49.63988783083728
4920,-69.34993745763727
4930,-65.26329421540781
4940,-77.60440973179782
4950,-75.93565509409198
4960,-72.68781937466494
4970,-69.25059194973205
4980,-75.212831986917
4990,-87.86402353068017
5000,-63.2306055797243
5010,-80.87245562987707
5020,-122.96536143994862
5030,-90.45497655678119
5040,-80.02820287220162
5050,-66.32568049654341
5060,-80.14750287229573
5070,-83.73009152982449
5080,-69.61234985151268
5090,-100.58784769304904
5100,-88.30872914096926
5110,-73.02538047820234
5120,-98.49744717388734
5130,-66.970048421962
5140,-75.23677497651872
5150,-60.82407271003977
5160,-78.69250900772663
5170,-74.98196892142414
5180,-75.05373133921272
5190,-75.80694124596842
5200,-83.34507482018769
5210,-76.14658308134754
5220,-92.58443007429253
5230,-60.73673410463065
5240,-99.19983733268255
5250,-64.44718852991109
5260,-71.1125246581366
5270,-79.77816833207797
5280,-68.90045149224524
5290,-94.87402043131922
5300,-98.95186861027848
5310,-64.24488739511897
5320,-81.31407771739873
5330,-77.62997158090113
5340,-117.37352007180284
5350,-126.39956733706569
5360,-97.1107780805954
5370,-82.83499888653856
5380,-73.87400272539415
5390,-89.51608934509315
5400,-81.40978290503217
5410,-74.60910879906481
5420,-75.9433766487472
5430,-62.39925480624161
5440,-82.6934107744182
5450,-63.5122525491126
5460,-76.85210226565083
5470,-77.6257290806141
5480,-75.90254747705764
5490,-67.22419674491145
5500,-64.28308831873349
5510,-81.14685183445906
5520,-82.42200935659272
5530,-79.02198049070225
5540,-102.31513005630093
5550,-82.45336517071846
5560,-100.6905870483213
5570,-69.02418243400822
5580,-59.78529830180829
5590,-85.62510341455092
5600,-91.3021373999417
5610,-70.22506947646873
5620,-84.36119060490924
5630,-85.46654910827053
5640,-79.8124307047789
5650,-110.5115940267862
5660,-80.27796620916975
5670,-70.66611109709712
5680,-97.85982376065367
5690,-79.80057061157513
5700,-104.4849207347552
5710,-79.72009397407517
5720,-67.24939354693421
5730,-62.384210140738844
5740,-50.93929962655647
5750,-65.50401009824782
5760,-69.91510720040904
5770,-116.02642213703223
5780,-61.939454684346785
5790,-79.35410521452312
5800,-98.87613346429971
5810,-97.58289842094622
5820,-74.74425869988154
5830,-85.25506137818414
5840,-76.42913680906375
5850,-70.70057082795081
5860,-73.36715713415218
5870,-63.988053693761536
5880,-81.57726807154161
5890,-112.36729346994414
5900,-67.41331537333876
5910,-69.72233432471894
5920,-68.68470943737378
5930,-72.21839104301077
5940,-60.847490732295896
5950,-81.24867810838313
5960,-86.15425394963815
5970,-65.1719279965227
5980,-83.35969446943889
5990,-83.47871946552107
6000,-64.715667897987
6010,-83.10089312485692
6020,-75.14805462671328
6030,-63.92731986224227
6040,-76.9899049712915
6050,-57.10892174229978
6060,-71.61080291472
6070,-67.01843977610486
6080,-64.23131896420531
6090,-90.65451684572504
6100,-48.739394960329115
6110,-62.59937861073704
6120,-97.78605781043076
6130,-54.20239597258053
6140,-62.149055869284055
6150,-69.13277875431326
6160,-44.07863888570666
6170,-94.30416555193521
6180,-54.67758102830926
6190,-64.04155218879359
6200,-71.73861500974705
6210,-69.75757129570853
6220,-90.35969305032833
6230,-76.28298325658982
6240,-71.3023243127215
6250,-82.20870643090464
6260,-59.973770775816774
6270,-63.61488161660604
6280,-74.12864530107124
6290,-81.82604592858519
6300,-44.38701619363145
6310,-77.94728127245223
6320,-97.31102989511537
6330,-62.12375863087059
6340,-65.64958825748815
6350,-63.268721516652434
6360,-64.69491999151097
6370,-64.19593969773096
6380,-77.26288520039508
6390,-57.18395089838076
6400,-73.02019822952983
6410,-111.62723697880627
6420,-73.12337864669263
6430,-104.46172750294859
6440,-89.23368121355801
6450,-86.38093547755186
6460,-115.8248059919742
6470,-83.95673139332665
6480,-70.61271960486701
6490,-83.06908794685576
6500,-79.3594550049655
6510,-76.36446873652935
6520,-64.86368129800722
6530,-51.110074307308274
6540,-78.7647216632167
6550,-68.96735232818335
6560,-91.75034252373356
6570,-87.5741812781634
6580,-59.424207736549235
6590,-68.15627541499165
6600,-67.20115265379627
6610,-37.30360945591307
6620,-73.86453233941035
6630,-72.8651800695894
6640,-90.80359174151096
6650,-106.22816057226706
6660,-68.6905357793
6670,-71.99793846232994
6680,-94.07868216315524
6690,-62.790629853027795
6700,-90.52923738344273
6710,-66.10149210692478
6720,-68.76085530076335
6730,-82.55473839402016
6740,-74.50287930499377
6750,-79.8895329117145
6760,-76.33584752301519
6770,-58.040684266174914
6780,-83.72203592773465
6790,-82.8072814709636
6800,-63.33170437382616
6810,-100.61451775213916
6820,-66.37503672067635
6830,-69.98564035027157
6840,-95.74855735832232
6850,-63.9303029065606
6860,-94.26247556186365
6870,-63.254772800938916
6880,-52.72292658456605
6890,-100.52410438211713
6900,-62.614546450669174
6910,-84.08881864977458
6920,-71.77948422354953
6930,-84.4731735351
6940,-79.29964678201011
6950,-56.440693357538294
6960,-65.38737358012942
6970,-74.7247981862117
6980,-82.67907577671744
6990,-87.5668432087435
7000,-93.15711850036442
7010,-75.28523826297513
7020,-100.43989769020007
7030,-79.07758445421393
7040,-77.0397816393818
7050,-71.44296046724169
7060,-66.1701332015084
7070,-101.82490548585324
7080,-83.90947771325192
7090,-91.80102681157302
7100,-96.02200499705673
7110,-76.42942918804285
7120,-91.53041941384843
7130,-73.53027309312921
7140,-87.76017391436946
7150,-71.92462991526126
7160,-72.57635420844507
7170,-89.14932591583985
7180,-85.53213854598668
7190,-92.0311247355971
7200,-85.32880922836299
7210,-93.35035690793185
7220,-77.75144031668086
7230,-131.16761455668123
7240,-79.88776643122577
7250,-90.02840546375054
7260,-85.8193283761808
