step,reward
1610,-19.432522420641043
1620,-19.988350588493596
1630,-16.09515470423917
1640,-23.81230526581146
1650,-22.810093736727143
1660,-25.60352544080888
1670,-26.118973560520793
1680,-25.10083914095278
1690,-24.89388694625849
1700,-22.34007743426846
1710,-22.12105470534204
1720,-23.941892550874336
1730,-18.18958539281217
1740,-25.800446450065845
1750,-24.98198356224921
1760,-19.030427495167437
1770,-20.538272119984374
1780,-26.09824588292799
1790,-20.58853014646616
1800,-28.011474872311965
1810,-20.374359611950933
1820,-18.78656559834124
1830,-27.47359450227764
1840,-19.29304103875667
1850,-19.928112663508518
1860,-18.010440580535885
1870,-22.734509641550336
1880,-16.871587811866732
1890,-18.49564863074044
1900,-21.75541638007626
1910,-20.53270606476614
1920,-19.15176844555066
1930,-20.63524561574041
1940,-21.974177302590814
1950,-23.940770082034977
1960,-22.936349445901993
1970,-24.456502196797544
1980,-21.113776884243173
1990,-26.410096891527225
2000,-25.22138871697294
2010,-23.148123423482797
2020,-30.15292348092313
2030,-21.834265156491625
2040,-24.439155429812562
2050,-17.891985864071476
2060,-18.098257086537735
2070,-15.681533929782352
2080,-20.94126913018214
2090,-26.09174114309741
2100,-20.636688226475602
2110,-37.15034442674003
2120,-21.026165014392678
2130,-21.179587001564034
2140,-18.06817175138174
2150,-22.42193377463903
2160,-24.219844541774812
2170,-25.51372535759714
2180,-23.378751205303434
2190,-18.68125190460271
2200,-20.766152097187177
2210,-23.61579181432579
2220,-20.965864805453855
2230,-21.272894885347963
2240,-23.470692610818688
2250,-21.309046658675733
2260,-18.932983556110315
2270,-20.468338208359064
2280,-21.16161528556612
2290,-30.879020985965145
2300,-25.001462909800114
2310,-22.35708168520982
2320,-22.126910055921403
2330,-22.834753278531952
2340,-20.64666723075286
2350,-23.188432297305006
2360,-20.555272628119745
2370,-17.522914830024042
2380,-19.562012661721962
2390,-20.114584284568785
2400,-17.82964727733469
2410,-23.543243418826357
2420,-18.73612652792498
2430,-24.725632584090715
2440,-20.927411577973835
2450,-20.690788430807423
2460,-20.7874044330286
2470,-22.505874985071344
2480,-16.328290260837612
2490,-21.570113235849856
2500,-24.018677894931187
2510,-20.920467700007364
2520,-17.603892042426004
2530,-25.920816242153656
2540,-25.83202322635355
2550,-19.524034258109175
2560,-19.411890838746608
2570,-19.641283948400503
2580,-15.56948693868775
2590,-20.017198923103194
2600,-20.67356279719255
2610,-20.745101065984276
2620,-22.409280483527148
2630,-16.549434278241485
2640,-21.014265691310232
2650,-18.181017431110035
2660,-22.632853827658423
2670,-21.096113254660047
2680,-26.294150091598436
2690,-17.236410820089382
2700,-17.747323845711342
2710,-20.375781296001605
2720,-16.8103781945967
2730,-18.196972504000552
2740,-21.29640876059732
2750,-18.88162656604793
2760,-21.702695423695882
2770,-17.959781983810725
2780,-22.678238759026492
2790,-19.373190685842907
2800,-32.19769345595368
2810,-18.32598923459284
2820,-23.660328800362226
2830,-21.082280711569105
2840,-18.779721868231146
2850,-25.042919047609104
2860,-17.695159393536276
2870,-20.772836084030732
2880,-15.528071647845485
2890,-28.651126304252756
2900,-19.902056897212862
2910,-26.843134839843533
2920,-18.23680914913759
2930,-17.131454537454836
2940,-23.638329967375626
2950,-24.065166682973885
2960,-18.40298792989818
2970,-23.832508796825458
2980,-23.079725043357207
2990,-18.08643509086217
3000,-17.569021012764686
3010,-21.050562097405948
3020,-21.022619987628577
3030,-21.25358355130319
3040,-17.680378500720842
3050,-20.03348319263778
3060,-19.213727878122068
3070,-21.7037979433344
3080,-17.092510498547203
3090,-21.287953481730295
3100,-23.020553387538904
3110,-17.45727794544871
3120,-19.309027610742767
3130,-18.292368677016945
3140,-17.079968287523748
3150,-21.12706635714863
3160,-17.07723144136134
3170,-19.222739649839166
3180,-22.616583472168426
3190,-22.8997103971899
3200,-21.23903364237544
3210,-24.93876027738137
3220,-20.752061307246688
3230,-22.880838255387825
3240,-18.10326956115644
3250,-22.64215204256617
3260,-17.357826925083156
3270,-16.297894557013805
3280,-19.792719878018264
3290,-20.142560093168417
3300,-17.451812328830677
3310,-20.00802952224623
3320,-19.100469291664307
3330,-25.352172615221004
3340,-20.108210762823578
3350,-22.218548551322336
3360,-17.794792070028382
3370,-24.00163170602017
3380,-17.803709836134594
3390,-21.49451371202219
3400,-18.914334471158273
3410,-19.085542536588836
3420,-23.581355820259184
3430,-24.306873481964693
3440,-18.0891622495785
3450,-19.228504919043036
3460,-16.521499964769127
3470,-16.57585014981083
3480,-17.075870311456576
3490,-18.32267516559065
3500,-21.112151665616995
3510,-16.076041385896126
3520,-23.515247938430026
3530,-21.191150296309363
3540,-20.746378631669163
3550,-19.726770323970506
3560,-22.17554482814699
3570,-16.393615710362155
3580,-20.83329961125
3590,-19.573938801032334
3600,-25.51900134167614
3610,-22.293693785210724
3620,-21.215932075560403
3630,-23.041606635363202
3640,-23.955066535365198
3650,-27.10449586633958
3660,-18.47968528363696
3670,-17.74871335267022
3680,-20.1937620146331
3690,-21.84523502040228
3700,-15.947336030123509
3710,-18.185251480741158
3720,-17.090390495004176
3730,-16.342524330362792
3740,-19.609611689323877
3750,-17.882955772108993
3760,-22.68223450304147
3770,-26.421685282314588
3780,-24.859762040157936
3790,-22.993578034495275
3800,-16.473782091851476
3810,-16.47980939769256
3820,-18.06660187812259
3830,-17.399297247638394
3840,-22.309917436922728
3850,-20.902102019611007
3860,-21.45107723443457
3870,-21.59193170027596
3880,-18.79977437862427
3890,-21.157129444584722
3900,-28.205396190187713
3910,-28.783188668553873
3920,-20.74636724350335
3930,-19.771515953753102
3940,-19.189219062423096
3950,-27.55772764408281
3960,-16.67819370127857
3970,-21.56943374682741
3980,-18.206588562742205
3990,-19.946379723108684
4000,-17.0329591117338
4010,-24.421557970260366
4020,-16.39414701444317
4030,-18.52470995274275
4040,-23.046473511764496
4050,-19.590180609918484
4060,-21.848511339786015
4070,-24.137338503128728
4080,-17.66791463065362
4090,-17.514464194322773
4100,-22.394358815070223
4110,-20.92106685108204
4120,-20.073990046286262
4130,-19.07250379425536
4140,-23.098103180899365
4150,-22.41389465793776
4160,-22.188390086815254
4170,-17.09885490628978
4180,-18.295531904994153
4190,-21.395852850722182
4200,-23.09256221248531
4210,-20.516066746678117
4220,-20.971131404167483
4230,-21.958754133293038
4240,-20.14803656925063
4250,-18.840211892728398
4260,-21.752480764550402
4270,-20.969600131578016
4280,-17.46635919031046
4290,-26.243305486459935
4300,-21.04723563880549
4310,-22.02613474674288
4320,-27.947155415323955
4330,-21.311818242382138
4340,-20.675331648938304
4350,-17.9907449896778
4360,-20.001139334448165
4370,-16.019096487892675
4380,-19.260813655444775
4390,-17.16666588538869
4400,-21.397704622499557
4410,-20.63207678146031
4420,-18.895102268077455
4430,-18.238005738636083
4440,-20.128694010325304
4450,-21.88921617843939
4460,-19.010260307905146
4470,-19.25480420311192
4480,-18.065447494000637
4490,-20.649320747013665
4500,-21.31976532899536
4510,-17.73044989205563
4520,-20.129087355563545
4530,-21.495436886884328
4540,-20.06484740394591
4550,-20.438639657243005
4560,-16.92717463084163
4570,-27.39282701543727
4580,-20.62275892681202
4590,-26.82023881790351
4600,-21.791818690511093
4610,-18.129459801501262
4620,-26.468710700265284
4630,-17.563783606257523
4640,-21.02165359709999
4650,-18.361380269721
4660,-21.48613406468297
4670,-20.621882415040954
4680,-22.46842484535393
4690,-17.710071702177906
4700,-21.324235300181897
4710,-21.92800046405925
4720,-17.88000655914737
4730,-23.23114142619443
4740,-24.353809832951647
4750,-22.92795760954512
4760,-23.804526537678974
4770,-22.62069680280718
4780,-21.229501159940252
4790,-20.563148888393194
4800,-23.43808944427815
4810,-19.423024928589808
4820,-21.149327881148828
4830,-25.64857762254428
4840,-16.182466253161255
4850,-19.948990627731074
4860,-17.8515671968688
4870,-19.15506999765541
4880,-18.218322705191383
4890,-18.74697564191145
4900,-28.113216415841116
4910,-20.69594705290205
4920,-23.19422197058581
4930,-21.43909650218542
4940,-22.89840603510435
4950,-18.926860448067853
4960,-21.412226401116435
4970,-23.506713037109186
4980,-22.57682066953349
4990,-27.96676361224927
5000,-15.519798932213638
5010,-21.530411153615383
5020,-20.859615053461958
5030,-22.44416488797456
5040,-14.078108004482534
5050,-19.217754408751794
5060,-18.582038672571496
5070,-20.077225138123136
5080,-18.846452432443208
5090,-26.222997142257405
5100,-21.00653583536829
5110,-22.845318132601996
5120,-20.696988416452776
5130,-21.399222773338764
5140,-25.57881942417282
5150,-19.658782175437004
5160,-19.035631988560397
5170,-22.475574257622448
5180,-20.055974869940435
5190,-18.28380250182749
5200,-22.012832192453
5210,-19.170259026623864
5220,-21.993466110752326
5230,-21.096253099230953
5240,-20.579859312321503
5250,-21.966815863021434
5260,-16.875733659694948
5270,-19.312461357575287
5280,-18.690672525173248
5290,-19.250593934038765
5300,-21.816147378777575
5310,-22.36322227732189
5320,-24.139473184679186
5330,-18.36651508971128
5340,-20.734681357922238
5350,-17.266653774340746
5360,-21.44937567278076
5370,-22.501580502462446
5380,-23.61053181736819
5390,-17.535571147940168
5400,-20.478383988101264
5410,-15.762407710689478
5420,-25.47090371160717
5430,-18.951586554907912
5440,-16.019784257385606
5450,-17.651995109131807
5460,-20.510869013974265
5470,-19.30500803595458
5480,-19.912788326365963
5490,-17.730521596650682
5500,-20.962794015850353
5510,-17.766153613383107
5520,-17.496109807393445
5530,-19.79754474693494
5540,-23.89209811104185
5550,-21.16639426399294
5560,-15.881885388090561
5570,-23.991505560488314
5580,-25.483609562229685
5590,-22.36879670049833
5600,-19.418989631132057
5610,-18.384256238739788
5620,-20.18551293936821
5630,-17.057885281644836
5640,-16.99642806511963
5650,-17.747121196325576
5660,-17.267179066860802
5670,-20.58031496679928
5680,-15.450232730429894
5690,-23.040774320821548
5700,-18.29699334627503
5710,-19.087979290266876
5720,-14.715896758516134
5730,-19.0079747891912
5740,-17.133610827842368
5750,-21.113769193782336
5760,-15.745119488244432
5770,-20.05492243894726
5780,-20.949680424396053
5790,-22.803370894430905
5800,-19.10590782137458
5810,-19.586198819827953
5820,-20.001432762956
5830,-17.979069988470414
5840,-20.939629226229776
5850,-17.43412928592435
5860,-20.944483775048276
5870,-27.39104564804621
5880,-22.816431380753844
5890,-18.42307112653107
5900,-22.87765864633991
5910,-21.780429217258945
5920,-14.926219226734052
5930,-18.75590296109408
5940,-18.06051972351485
5950,-21.37405865936268
5960,-19.014999173801847
5970,-17.5989319211602
5980,-16.467422424554233
5990,-19.92006665491868
6000,-26.03209758329128
6010,-19.286754516881764
6020,-25.832355508660346
6030,-23.29724937410655
6040,-20.55386206683671
6050,-18.125033443276653
6060,-16.37616487925083
6070,-19.423670358505653
6080,-19.94601037792739
6090,-17.04248696443712
6100,-16.936019430751827
6110,-20.994258990127566
6120,-18.505405561860403
6130,-20.516363558813794
6140,-20.335046932349893
6150,-17.349476485050843
6160,-18.884054572472103
6170,-17.02635692278772
6180,-17.67371024155137
6190,-22.650400925018225
6200,-21.153679118825096
6210,-18.76966272375599
6220,-19.2467162244639
6230,-20.62560970318053
6240,-19.42189982858529
6250,-18.52578102569681
6260,-21.524560839456267
6270,-20.250005928835566
6280,-22.287701725804602
6290,-26.303737229163044
6300,-18.093466966810936
6310,-16.767026469236875
6320,-15.829071923822426
6330,-19.082189711691225
6340,-21.344334654217565
6350,-21.414794713094672
6360,-18.93049979873743
6370,-19.25053475736103
6380,-25.077632100947714
6390,-21.384698941634234
6400,-21.238327260847647
6410,-18.82104510916721
6420,-18.328317282799468
6430,-18.043669540119822
6440,-20.341854655174206
6450,-18.224209281124224
6460,-21.483182164223916
6470,-21.91054949561045
6480,-24.047769668442672
6490,-17.28428547803187
6500,-20.4316750753542
6510,-20.226293033123547
6520,-21.43799625801523
6530,-21.235621689954616
6540,-18.349233881122192
6550,-17.924940880941513
6560,-21.424779127918846
6570,-23.396301324675882
6580,-23.079882931515264
6590,-17.900783410278624
6600,-16.505189768809565
6610,-19.744241244175303
6620,-22.63818908427806
6630,-16.017029261153077
6640,-18.68160280508134
6650,-23.225656745740487
6660,-25.961860188078553
6670,-16.59542292498521
6680,-15.259482595278673
6690,-19.156134331639457
6700,-26.063074177736024
6710,-18.623961347100263
6720,-29.413532469295934
6730,-18.027792533508876
6740,-18.18873194702311
6750,-24.744630968341703
6760,-20.91378078487196
6770,-19.73259427121991
6780,-23.921461635101704
6790,-17.711898934922722
6800,-23.685184775682934
6810,-18.77130962869659
6820,-20.360705392057604
6830,-16.56522539963557
6840,-20.38411191473442
6850,-19.06715802574625
6860,-21.338567615493066
6870,-19.0547798504851
6880,-17.119080142392928
6890,-19.835460845442313
6900,-18.76653182528709
6910,-23.085256376909122
6920,-22.706340196537656
6930,-19.401178209105005
6940,-19.88309463761171
6950,-19.29885223030365
6960,-17.67902339570357
6970,-21.709528333770795
6980,-18.727099449804236
6990,-17.999233701471418
7000,-16.048697911940703
7010,-19.9823054084449
7020,-20.610162122838258
7030,-17.933458939410947
7040,-18.72284703560763
7050,-23.976965885381304
7060,-20.29309202138451
7070,-19.942165398909196
7080,-16.410229311260476
7090,-22.49094892680079
7100,-14.032328223779908
7110,-20.301430504285026
7120,-21.3502380879586
7130,-16.732445959877456
7140,-18.09326950506536
7150,-22.43238884687096
7160,-17.929786661002503
7170,-17.409163299711384
7180,-16.56307486992373
7190,-23.125983552084087
7200,-19.352138062909965
7210,-19.49977910151625
7220,-21.358999661916073
7230,-19.065434033364777
7240,-19.78141473474523
7250,-20.443633602340395
7260,-20.5338546597964
7270,-18.809649700443376
7280,-19.93225896232405
7290,-17.456272398881055
7300,-17.83821859833045
7310,-20.56349800912046
7320,-18.623292074810557
7330,-17.558980211314832
7340,-19.05893337457009
7350,-23.59890569634389
7360,-23.31820858289412
7370,-20.251975377195542
7380,-22.25428254680676
7390,-21.554021870868237
7400,-22.231217828781972
7410,-21.407671737044986
7420,-17.974085976645476
7430,-17.775752608122804
7440,-16.819555951784107
7450,-18.023272346871842
7460,-21.503180635602693
7470,-26.09102078811112
7480,-19.538748512456976
7490,-19.267809407263893
7500,-19.68651329750329
7510,-20.648407598340828
7520,-22.922154055971692
7530,-20.091009049622357
7540,-22.845746982752562
7550,-21.007341616294436
7560,-22.10646395428746
7570,-17.86701706706772
7580,-20.119510652036873
7590,-17.03622333495325
7600,-19.567964313873887
7610,-19.72177050798141
7620,-15.40219311937248
7630,-20.035691941073143
7640,-23.146169442680254
7650,-18.18417915338449
7660,-17.015998460506832
7670,-17.617724434199967
7680,-18.724213787201194
7690,-17.881808311359496
7700,-20.70069079050336
7710,-26.26262572584921
7720,-20.382178958960846
7730,-20.881681723482508
7740,-20.314988387484437
7750,-15.747912406099067
7760,-19.06883688410144
7770,-19.359761806564133
7780,-19.065035789690718
7790,-18.791498899906735
7800,-18.22464010684569
7810,-14.689302433044706
7820,-19.91602736387172
7830,-19.121075455333056
7840,-21.01288763774344
7850,-19.05124009029931
7860,-17.29703795431656
7870,-23.215474514755286
7880,-16.680762967637676
7890,-20.599836683097003
7900,-20.41594175387681
7910,-17.47559956563
7920,-22.482041107511467
7930,-24.323459634140708
7940,-18.53743878648115
7950,-16.575527939923045
7960,-20.481349765716978
7970,-17.0559272612927
7980,-22.193370684849814
7990,-20.074308104078117
8000,-23.569143542091908
8010,-22.878515956898315
8020,-20.225469282628055
8030,-24.363713620099908
8040,-20.009572269916752
8050,-15.159102133241365
8060,-22.519588218026467
8070,-17.289337745120545
8080,-19.737520171593786
8090,-18.95746149279875
8100,-19.838210673552293
8110,-20.085284517139193
8120,-16.154098525936195
8130,-21.587149941899185
8140,-20.43315467198508
8150,-22.5907208714113
8160,-19.69478950772959
8170,-20.460562474742346
8180,-20.235920425521307
8190,-14.578396834822192
8200,-18.223126886126643
8210,-21.617275464386005
8220,-25.175686344152737
8230,-17.340924415240945
8240,-30.807077774874625
8250,-17.388103891048083
8260,-21.64383193534661
8270,-25.603539759546532
8280,-21.012284981047078
8290,-23.219160562539905
8300,-19.124396821595134
8310,-18.71989595648545
8320,-23.21013047340381
8330,-21.502365510465292
8340,-16.68280250157504
8350,-14.618106831751579
8360,-21.293059137038632
8370,-19.13646745002248
8380,-24.211182132958545
8390,-20.20046027094992
8400,-19.405957899592885
8410,-18.910891409611697
8420,-17.68293109543664
8430,-22.14244851943168
8440,-21.874334963950012
8450,-28.573928822151117
8460,-16.267093157910303
8470,-20.34282505373954
8480,-19.62148182997572
8490,-20.296930581828782
8500,-20.579783252873906
8510,-18.72742507269802
8520,-28.46783901562689
8530,-16.88739108599267
8540,-29.561739771773297
8550,-24.90500014168616
8560,-21.110889724147476
8570,-19.62441811936612
8580,-18.23925405355276
8590,-19.666874277479003
8600,-19.037741955755234
8610,-19.610246264301573
8620,-23.353993445738233
8630,-20.615209869747925
8640,-20.469135853566687
8650,-27.09968025584567
8660,-14.78333662491757
8670,-23.138731760504804
8680,-17.480393253018597
8690,-17.651836197517305
8700,-19.75711711645533
8710,-17.344139119980085
8720,-21.54233570769697
8730,-22.204906405631892
8740,-19.50426292573607
8750,-22.931696579112625
8760,-17.043728363926185
8770,-16.837955601896496
8780,-26.62726387779467
8790,-23.333552171419505
8800,-19.155301730820067
8810,-24.34913205380672
8820,-19.643242695469088
8830,-15.580257812372063
8840,-21.015896334579026
8850,-16.085702467175953
8860,-18.554195362458152
8870,-17.84430399662222
8880,-16.35934887123966
8890,-18.615916195670604
8900,-21.624546170730383
8910,-23.513908341361205
8920,-18.45638857284778
8930,-21.06051361379605
8940,-20.925530046740214
8950,-20.800444918655153
8960,-17.79332745988463
8970,-22.64900056963538
8980,-15.605917187474494
8990,-17.475082503902236
9000,-19.81732972936262
9010,-16.300317347682558
9020,-19.433295410705266
9030,-19.059129245561664
9040,-19.46302650465861
9050,-26.67950311679646
9060,-17.335997563458807
9070,-16.530585402715683
9080,-21.31914464873575
9090,-16.97973516408655
9100,-21.371481532096166
9110,-18.21834759094802
9120,-16.65165819826886
9130,-21.40591255345269
9140,-28.542613499305833
9150,-23.820713610700594
9160,-15.857237770500166
9170,-17.722865187446757
9180,-18.572148447514532
9190,-23.707715517836288
9200,-20.93342534007673
9210,-20.143694844648973
9220,-17.34916287124199
9230,-19.0915554605294
9240,-20.991653229273716
9250,-19.358001548918022
9260,-17.558400917326903
9270,-16.675138045800434
9280,-17.123275214223234
9290,-22.296600428697214
9300,-20.83008535217316
9310,-28.666898744385026
9320,-23.142599497671014
9330,-24.29000636234788
9340,-16.738868026477014
9350,-23.2527128679583
9360,-22.625831642828345
9370,-20.29317265160395
9380,-21.85782983335558
9390,-22.304462970399502
9400,-17.757337575855427
9410,-19.310490635988717
9420,-22.7636686867344
9430,-18.389659351711074
9440,-19.981218325211888
9450,-19.871293462539217
9460,-20.628890450191562
9470,-17.485874848084208
9480,-18.207513671983286
9490,-16.700089722494145
9500,-19.72156371515204
9510,-23.41690934307772
9520,-17.752930636680105
9530,-21.29785224705512
9540,-18.95395210214984
9550,-22.118454565391385
9560,-16.363899116539177
9570,-18.436508736275712
9580,-25.910887314407727
9590,-24.789066370201773
9600,-23.891757544328364
9610,-15.132264440480673
9620,-19.14050075069074
9630,-22.62338601601301
9640,-21.126806212186192
9650,-21.69605605869362
9660,-21.103664136597438
9670,-22.107392346699445
9680,-20.72871930798382
9690,-21.449106015947784
9700,-20.38716223235041
9710,-22.71794805181098
9720,-21.42871845807661
9730,-16.69228044314573
9740,-18.806190627287425
9750,-16.266674774250003
9760,-16.358395735385706
9770,-16.91157613302564
9780,-19.679073879685333
9790,-16.016971768194878
9800,-18.733971562645944
9810,-20.069396133364595
9820,-22.199661677709365
9830,-19.7422478591495
9840,-23.946016516288886
9850,-26.517618170829348
9860,-18.205436510537147
9870,-16.945814768137517
9880,-24.511903407152307
9890,-19.26723266519832
9900,-19.273488465836675
9910,-16.590429396467254
9920,-22.046459792997812
9930,-22.536335066899056
9940,-17.925761315928984
9950,-17.517083240614667
9960,-15.962055884827416
9970,-18.655350868633928
9980,-20.37430394163652
9990,-18.712300524110606
